Strike,Prix_Option,Volatilite_Implicite,Volume,Open_Interest,Bid,Ask,Type_Option,Date_Expiration,Prix_Sous_Jacent,Temps_Maturite_Annees,Volatilite_Historique,Moneyness,Jours_Jusqu_Maturite,Categorie_Maturite,Categorie_Moneyness
175.0,26.87,0.0010000000000000002,2.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.8690901840958951,13.0,Court terme (≤ 1 mois),ITM
180.0,22.85,0.0010000000000000002,14.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.8939213322129207,13.0,Court terme (≤ 1 mois),ITM
185.0,18.25,0.0010000000000000002,122.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9187524803299463,13.0,Court terme (≤ 1 mois),ITM
190.0,13.2,0.0010000000000000002,39.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9435836284469719,13.0,Court terme (≤ 1 mois),ITM
195.0,8.99,0.0010000000000000002,675.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9684147765639974,13.0,Court terme (≤ 1 mois),ATM
200.0,5.77,0.0010000000000000002,3595.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.993245924681023,13.0,Court terme (≤ 1 mois),ATM
205.0,3.35,3.12596875,4188.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0180770727980486,13.0,Court terme (≤ 1 mois),ATM
210.0,1.7,6.250937500000001,3513.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0429082209150742,13.0,Court terme (≤ 1 mois),ATM
215.0,0.86,6.250937500000001,11554.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0677393690320998,13.0,Court terme (≤ 1 mois),OTM
220.0,0.41,12.500875,917.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0925705171491253,13.0,Court terme (≤ 1 mois),OTM
225.0,0.24,12.500875,1823.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.117401665266151,13.0,Court terme (≤ 1 mois),OTM
230.0,0.13,12.500875,887.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.1422328133831765,13.0,Court terme (≤ 1 mois),OTM
235.0,0.09,12.500875,165.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.167063961500202,13.0,Court terme (≤ 1 mois),OTM
240.0,0.07,25.00075,115.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.1918951096172277,13.0,Court terme (≤ 1 mois),OTM
245.0,0.05,25.00075,7.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2167262577342532,13.0,Court terme (≤ 1 mois),OTM
250.0,0.03,25.00075,116.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2415574058512788,13.0,Court terme (≤ 1 mois),OTM
255.0,0.03,25.00075,4.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2663885539683044,13.0,Court terme (≤ 1 mois),OTM
260.0,0.02,25.00075,8.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.29121970208533,13.0,Court terme (≤ 1 mois),OTM
265.0,0.02,25.00075,1.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.3160508502023556,13.0,Court terme (≤ 1 mois),OTM
270.0,0.01,25.00075,226.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.3408819983193812,13.0,Court terme (≤ 1 mois),OTM
275.0,0.02,25.00075,9.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.3657131464364067,13.0,Court terme (≤ 1 mois),OTM
280.0,0.01,25.00075,2.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.3905442945534323,13.0,Court terme (≤ 1 mois),OTM
285.0,0.01,25.00075,1.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.415375442670458,13.0,Court terme (≤ 1 mois),OTM
290.0,0.01,50.0005,,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.4402065907874835,13.0,Court terme (≤ 1 mois),OTM
295.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.465037738904509,13.0,Court terme (≤ 1 mois),OTM
300.0,0.02,50.0005,105.0,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.4898688870215346,13.0,Court terme (≤ 1 mois),OTM
315.0,0.05,50.0005,,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.5643623313726114,13.0,Court terme (≤ 1 mois),OTM
320.0,0.01,50.0005,,0,0.0,0.0,CALL,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.589193479489637,13.0,Court terme (≤ 1 mois),OTM
110.0,0.01,50.0005,29.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.5462852585745627,13.0,Court terme (≤ 1 mois),ITM
120.0,0.02,50.0005,10.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.5959475548086138,13.0,Court terme (≤ 1 mois),ITM
125.0,0.05,50.0005,2.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.6207787029256394,13.0,Court terme (≤ 1 mois),ITM
130.0,0.01,50.0005,2.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.645609851042665,13.0,Court terme (≤ 1 mois),ITM
135.0,0.02,50.0005,7.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.6704409991596906,13.0,Court terme (≤ 1 mois),ITM
140.0,0.03,50.0005,1.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.6952721472767162,13.0,Court terme (≤ 1 mois),ITM
145.0,0.04,25.00075,16.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.7201032953937417,13.0,Court terme (≤ 1 mois),ITM
150.0,0.05,25.00075,2.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.7449344435107673,13.0,Court terme (≤ 1 mois),ITM
155.0,0.06,25.00075,5.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.7697655916277929,13.0,Court terme (≤ 1 mois),ITM
160.0,0.08,25.00075,51.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.7945967397448185,13.0,Court terme (≤ 1 mois),ITM
165.0,0.12,25.00075,103.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.819427887861844,13.0,Court terme (≤ 1 mois),ITM
170.0,0.18,12.500875,142.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.8442590359788695,13.0,Court terme (≤ 1 mois),ITM
175.0,0.24,12.500875,252.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.8690901840958951,13.0,Court terme (≤ 1 mois),ITM
180.0,0.45,12.500875,998.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.8939213322129207,13.0,Court terme (≤ 1 mois),ITM
185.0,0.77,12.500875,227.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9187524803299463,13.0,Court terme (≤ 1 mois),ITM
190.0,1.35,6.250937500000001,706.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9435836284469719,13.0,Court terme (≤ 1 mois),ITM
195.0,2.35,3.12596875,682.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.9684147765639974,13.0,Court terme (≤ 1 mois),ATM
200.0,4.15,0.7822421875000001,1408.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,0.993245924681023,13.0,Court terme (≤ 1 mois),ATM
205.0,6.62,0.0010000000000000002,316.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0180770727980486,13.0,Court terme (≤ 1 mois),ATM
210.0,10.03,0.0010000000000000002,223.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0429082209150742,13.0,Court terme (≤ 1 mois),ATM
215.0,13.66,0.0010000000000000002,53.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0677393690320998,13.0,Court terme (≤ 1 mois),OTM
220.0,18.89,0.0010000000000000002,15.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.0925705171491253,13.0,Court terme (≤ 1 mois),OTM
225.0,18.65,0.0010000000000000002,2.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.117401665266151,13.0,Court terme (≤ 1 mois),OTM
230.0,18.45,0.0010000000000000002,7.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.1422328133831765,13.0,Court terme (≤ 1 mois),OTM
235.0,33.13,0.0010000000000000002,15.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.167063961500202,13.0,Court terme (≤ 1 mois),OTM
240.0,38.32,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.1918951096172277,13.0,Court terme (≤ 1 mois),OTM
245.0,43.34,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2167262577342532,13.0,Court terme (≤ 1 mois),OTM
250.0,36.95,0.0010000000000000002,7.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2415574058512788,13.0,Court terme (≤ 1 mois),OTM
255.0,52.43,0.0010000000000000002,22.0,0,0.0,0.0,PUT,2025-06-06,201.36000061035156,0.03561643835616438,36.77754560385044,1.2663885539683044,13.0,Court terme (≤ 1 mois),OTM
110.0,93.6,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.5462852585745627,20.0,Court terme (≤ 1 mois),ITM
130.0,71.55,0.0010000000000000002,,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.645609851042665,20.0,Court terme (≤ 1 mois),ITM
135.0,64.15,0.0010000000000000002,,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.6704409991596906,20.0,Court terme (≤ 1 mois),ITM
140.0,73.22,0.0010000000000000002,2.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.6952721472767162,20.0,Court terme (≤ 1 mois),ITM
150.0,61.28,0.0010000000000000002,2.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7449344435107673,20.0,Court terme (≤ 1 mois),ITM
155.0,43.95,0.0010000000000000002,,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7697655916277929,20.0,Court terme (≤ 1 mois),ITM
160.0,42.55,0.0010000000000000002,6.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7945967397448185,20.0,Court terme (≤ 1 mois),ITM
165.0,36.5,0.0010000000000000002,3.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.819427887861844,20.0,Court terme (≤ 1 mois),ITM
170.0,32.75,0.0010000000000000002,10.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8442590359788695,20.0,Court terme (≤ 1 mois),ITM
175.0,26.7,0.0010000000000000002,30.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8690901840958951,20.0,Court terme (≤ 1 mois),ITM
180.0,22.85,0.0010000000000000002,21.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8939213322129207,20.0,Court terme (≤ 1 mois),ITM
185.0,18.8,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9187524803299463,20.0,Court terme (≤ 1 mois),ITM
190.0,15.07,0.0010000000000000002,21.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9435836284469719,20.0,Court terme (≤ 1 mois),ITM
195.0,11.0,0.0010000000000000002,66.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9684147765639974,20.0,Court terme (≤ 1 mois),ATM
200.0,7.24,0.0010000000000000002,1116.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.993245924681023,20.0,Court terme (≤ 1 mois),ATM
205.0,4.8,1.5634843750000003,1060.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0180770727980486,20.0,Court terme (≤ 1 mois),ATM
210.0,2.9,3.12596875,2494.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0429082209150742,20.0,Court terme (≤ 1 mois),ATM
215.0,1.71,6.250937500000001,2713.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0677393690320998,20.0,Court terme (≤ 1 mois),OTM
220.0,0.96,6.250937500000001,1584.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0925705171491253,20.0,Court terme (≤ 1 mois),OTM
225.0,0.55,12.500875,1435.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.117401665266151,20.0,Court terme (≤ 1 mois),OTM
230.0,0.34,12.500875,1506.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.1422328133831765,20.0,Court terme (≤ 1 mois),OTM
235.0,0.23,12.500875,145.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.167063961500202,20.0,Court terme (≤ 1 mois),OTM
240.0,0.15,12.500875,171.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.1918951096172277,20.0,Court terme (≤ 1 mois),OTM
245.0,0.11,12.500875,23.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.2167262577342532,20.0,Court terme (≤ 1 mois),OTM
250.0,0.09,25.00075,70.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.2415574058512788,20.0,Court terme (≤ 1 mois),OTM
255.0,0.07,25.00075,2.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.2663885539683044,20.0,Court terme (≤ 1 mois),OTM
260.0,0.06,25.00075,3.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.29121970208533,20.0,Court terme (≤ 1 mois),OTM
265.0,0.05,25.00075,83.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.3160508502023556,20.0,Court terme (≤ 1 mois),OTM
270.0,0.04,25.00075,11.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.3408819983193812,20.0,Court terme (≤ 1 mois),OTM
275.0,0.04,25.00075,892.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.3657131464364067,20.0,Court terme (≤ 1 mois),OTM
280.0,0.02,25.00075,133.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.3905442945534323,20.0,Court terme (≤ 1 mois),OTM
285.0,0.03,25.00075,1811.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.415375442670458,20.0,Court terme (≤ 1 mois),OTM
290.0,0.02,25.00075,5.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.4402065907874835,20.0,Court terme (≤ 1 mois),OTM
295.0,0.02,25.00075,14.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.465037738904509,20.0,Court terme (≤ 1 mois),OTM
300.0,0.02,25.00075,40.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.4898688870215346,20.0,Court terme (≤ 1 mois),OTM
305.0,0.03,25.00075,,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.5147000351385602,20.0,Court terme (≤ 1 mois),OTM
310.0,0.03,25.00075,1.0,0,0.0,0.0,CALL,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.5395311832555858,20.0,Court terme (≤ 1 mois),OTM
110.0,0.05,50.0005,3.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.5462852585745627,20.0,Court terme (≤ 1 mois),ITM
120.0,0.02,50.0005,50.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.5959475548086138,20.0,Court terme (≤ 1 mois),ITM
125.0,0.03,50.0005,5.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.6207787029256394,20.0,Court terme (≤ 1 mois),ITM
130.0,0.04,50.0005,10.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.645609851042665,20.0,Court terme (≤ 1 mois),ITM
135.0,0.05,25.00075,2.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.6704409991596906,20.0,Court terme (≤ 1 mois),ITM
140.0,0.07,25.00075,14.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.6952721472767162,20.0,Court terme (≤ 1 mois),ITM
145.0,0.09,25.00075,1.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7201032953937417,20.0,Court terme (≤ 1 mois),ITM
150.0,0.11,25.00075,13.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7449344435107673,20.0,Court terme (≤ 1 mois),ITM
155.0,0.19,25.00075,67.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7697655916277929,20.0,Court terme (≤ 1 mois),ITM
160.0,0.23,25.00075,63.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.7945967397448185,20.0,Court terme (≤ 1 mois),ITM
165.0,0.29,12.500875,85.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.819427887861844,20.0,Court terme (≤ 1 mois),ITM
170.0,0.41,12.500875,16.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8442590359788695,20.0,Court terme (≤ 1 mois),ITM
175.0,0.65,12.500875,49.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8690901840958951,20.0,Court terme (≤ 1 mois),ITM
180.0,0.95,12.500875,266.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.8939213322129207,20.0,Court terme (≤ 1 mois),ITM
185.0,1.5,6.250937500000001,590.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9187524803299463,20.0,Court terme (≤ 1 mois),ITM
190.0,2.39,6.250937500000001,446.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9435836284469719,20.0,Court terme (≤ 1 mois),ITM
195.0,3.59,3.12596875,240.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.9684147765639974,20.0,Court terme (≤ 1 mois),ATM
200.0,5.42,0.7822421875000001,486.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,0.993245924681023,20.0,Court terme (≤ 1 mois),ATM
205.0,7.65,0.0010000000000000002,138.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0180770727980486,20.0,Court terme (≤ 1 mois),ATM
210.0,10.75,0.0010000000000000002,125.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0429082209150742,20.0,Court terme (≤ 1 mois),ATM
215.0,14.45,0.0010000000000000002,20.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0677393690320998,20.0,Court terme (≤ 1 mois),OTM
220.0,18.77,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.0925705171491253,20.0,Court terme (≤ 1 mois),OTM
225.0,23.05,0.0010000000000000002,8.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.117401665266151,20.0,Court terme (≤ 1 mois),OTM
230.0,18.55,0.0010000000000000002,21.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.1422328133831765,20.0,Court terme (≤ 1 mois),OTM
235.0,27.8,0.0010000000000000002,4.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.167063961500202,20.0,Court terme (≤ 1 mois),OTM
240.0,28.22,0.0010000000000000002,,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.1918951096172277,20.0,Court terme (≤ 1 mois),OTM
245.0,38.79,0.0010000000000000002,6.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.2167262577342532,20.0,Court terme (≤ 1 mois),OTM
250.0,38.5,0.0010000000000000002,,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.2415574058512788,20.0,Court terme (≤ 1 mois),OTM
260.0,48.62,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-06-13,201.36000061035156,0.0547945205479452,36.77754560385044,1.29121970208533,20.0,Court terme (≤ 1 mois),OTM
5.0,197.0,0.0010000000000000002,29.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.024831148117025578,27.0,Court terme (≤ 1 mois),ITM
10.0,188.6,0.0010000000000000002,10.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.049662296234051155,27.0,Court terme (≤ 1 mois),ITM
15.0,190.7,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.07449344435107673,27.0,Court terme (≤ 1 mois),ITM
20.0,193.03,0.0010000000000000002,5.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.09932459246810231,27.0,Court terme (≤ 1 mois),ITM
25.0,175.3,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.12415574058512788,27.0,Court terme (≤ 1 mois),ITM
30.0,170.25,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.14898688870215346,27.0,Court terme (≤ 1 mois),ITM
35.0,165.15,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.17381803681917904,27.0,Court terme (≤ 1 mois),ITM
40.0,160.32,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-06-20,201.36000061035156,0.07397260273972603,36.77754560385044,0.19864918493620462,27.0,Court terme (≤ 1 mois),ITM
