contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,underlyingPrice,daysToExpiration,yearsToExpiration,moneyness,logMoneyness,bidAskSpread,bidAskSpreadPct,liquidityScore,impliedVolatilityPct
AAPL250530P00177500,2025-05-23 19:59:33+00:00,177.5,0.23,0.22,0.24,0.120000005,109.09091,5400.0,2972.0,0.4580132324218751,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9089977979208276,-0.09541260733693514,0.01999999999999999,8.69565217391304,3700.4,45.80132324218751
AAPL250530P00180000,2025-05-23 19:59:55+00:00,180.0,0.33,0.33,0.34,0.19000001,135.7143,13912.0,5509.0,0.436529072265625,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9218005838070363,-0.08142636536219534,0.010000000000000009,3.030303030303033,8029.9,43.6529072265625
AAPL250530P00182500,2025-05-23 19:59:59+00:00,182.5,0.49,0.47,0.49,0.3,157.89474,3977.0,1386.0,0.41602146484374997,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9346033696932452,-0.0676330432298595,0.020000000000000018,4.081632653061228,2163.2999999999997,41.602146484375
AAPL250530P00185000,2025-05-23 19:59:57+00:00,185.0,0.72,0.71,0.74,0.48000002,200.00003,18297.0,5141.0,0.401373173828125,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9474061555794541,-0.05402739117408084,0.030000000000000027,4.1666666666666705,9087.8,40.1373173828125
AAPL250530P00187500,2025-05-23 19:59:55+00:00,187.5,1.09,1.07,1.11,0.72,194.5946,15545.0,1351.0,0.387701435546875,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9602089414656628,-0.04060437084194024,0.040000000000000036,3.6697247706422047,5609.2,38.7701435546875
AAPL250530P00190000,2025-05-23 19:59:56+00:00,190.0,1.61,1.58,1.63,1.0699999,198.14813,34293.0,14371.0,0.37354142089843745,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9730117273518717,-0.02735914409191957,0.04999999999999982,3.1055900621117902,20347.6,37.35414208984375
AAPL250530P00192500,2025-05-23 19:59:50+00:00,192.5,2.36,2.26,2.4,1.56,195.0,13345.0,2048.0,0.36475244628906256,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9858145132380806,-0.014287062524566773,0.14000000000000012,5.932203389830514,5437.1,36.47524462890625
AAPL250530P00195000,2025-05-23 19:59:55+00:00,195.0,3.3,3.25,3.4,2.06,166.12903,34462.0,6941.0,0.3540103662109374,False,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,0.9986172991242894,-0.0013836576886588562,0.1499999999999999,4.545454545454543,15197.3,35.40103662109374
AAPL250530P00197500,2025-05-23 19:59:57+00:00,197.5,4.6,4.5,4.7,2.73,145.9893,20440.0,2959.0,0.34570966796874997,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0114200850104982,0.01135536808877082,0.20000000000000018,4.347826086956526,8203.3,34.570966796875
AAPL250530P00200000,2025-05-23 19:59:37+00:00,200.0,6.25,6.05,6.3,3.52,128.93773,11861.0,9745.0,0.3391179370117187,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0242228708967072,0.023934150295631076,0.25,4.0,10379.8,33.911793701171874
AAPL250530P00202500,2025-05-23 19:54:40+00:00,202.5,8.05,7.9,8.2,4.1000004,103.79747,2952.0,3083.0,0.3386296606445312,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.037025656782916,0.03635667029418815,0.29999999999999893,3.7267080745341477,3043.7,33.86296606445312
AAPL250530P00205000,2025-05-23 19:59:53+00:00,205.0,10.2,10.0,10.3,4.6499996,83.783775,1762.0,5454.0,0.33814138427734375,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0498284426691247,0.048626762886002414,0.3000000000000007,2.9411764705882426,4346.4,33.81413842773438
AAPL250530P00207500,2025-05-23 19:59:25+00:00,207.5,12.38,12.25,12.6,5.13,70.75862,539.0,1333.0,0.35108070800781244,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0626312285553337,0.06074812341834736,0.34999999999999964,2.8271405492730177,1094.8,35.10807080078124
AAPL250530P00210000,2025-05-23 19:59:25+00:00,210.0,14.77,14.7,15.15,5.4700003,58.817207,1164.0,4245.0,0.414068359375,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0754340144415424,0.07272431446506297,0.45000000000000107,3.0467163168585043,3320.7,41.4068359375
AAPL250530P00212500,2025-05-23 19:30:36+00:00,212.5,17.0,17.0,17.45,5.3500004,45.92275,176.0,3303.0,0.401373173828125,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.0882368003277512,0.08455877211206574,0.4499999999999993,2.6470588235294077,2364.9,40.1373173828125
AAPL250530P00215000,2025-05-23 19:28:21+00:00,215.0,19.39,19.45,19.9,6.16,46.56085,594.0,1547.0,0.42383388671875,True,REGULAR,USD,PUT,2025-05-30,195.27,4,0.010951403148528405,1.1010395862139601,0.09625481187525714,0.4499999999999993,2.320783909231559,1261.1,42.383388671875
