Strike,Prix_Option,Volatilite_Implicite,Volume,Open_Interest,Bid,Ask,Type_Option,Date_Expiration,Prix_Sous_Jacent,Temps_Maturite_Annees,Volatilite_Historique,Moneyness,Categorie_Moneyness
265.0,0.01,50.0005,10.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3160508502023556,OTM
270.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3408819983193812,OTM
275.0,0.01,50.0005,2.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3657131464364067,OTM
280.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3905442945534323,OTM
285.0,0.01,50.0005,8.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.415375442670458,OTM
290.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.4402065907874835,OTM
295.0,0.01,50.0005,200.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.465037738904509,OTM
300.0,0.01,50.0005,157.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.4898688870215346,OTM
305.0,0.02,100.0005,1.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.5147000351385602,OTM
310.0,0.03,250.000375,,1,0.0,0.01,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.5395311832555858,OTM
320.0,0.01,50.0005,2.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.589193479489637,OTM
325.0,0.01,50.0005,3.0,0,0.0,0.0,CALL,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.6140246276066623,OTM
110.0,0.01,50.0005,4.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.5462852585745627,ITM
120.0,0.01,50.0005,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.5959475548086138,ITM
125.0,0.01,50.0005,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.6207787029256394,ITM
130.0,0.01,50.0005,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.645609851042665,ITM
135.0,0.01,50.0005,2.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.6704409991596906,ITM
140.0,0.01,50.0005,7.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.6952721472767162,ITM
145.0,0.02,50.0005,9.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.7201032953937417,ITM
150.0,0.01,50.0005,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.7449344435107673,ITM
155.0,0.01,50.0005,27.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.7697655916277929,ITM
160.0,0.01,50.0005,20.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.7945967397448185,ITM
165.0,0.01,50.0005,120.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.819427887861844,ITM
170.0,0.01,50.0005,187.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.8442590359788695,ITM
172.5,0.01,50.0005,76.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.8566746100373823,ITM
175.0,0.01,50.0005,366.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.8690901840958951,ITM
177.5,0.01,50.0005,769.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.8815057581544079,ITM
180.0,0.01,50.0005,135.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.8939213322129207,ITM
182.5,0.02,50.0005,100.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9063369062714335,ITM
185.0,0.02,50.0005,506.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9187524803299463,ITM
187.5,0.03,25.00075,598.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9311680543884591,ITM
190.0,0.05,25.00075,3503.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9435836284469719,ITM
192.5,0.07,25.00075,2422.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9559992025054846,ATM
195.0,0.14,12.500875,18288.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9684147765639974,ATM
197.5,0.37,12.500875,22773.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.9808303506225102,ATM
200.0,0.9,3.12596875,43292.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,0.993245924681023,ATM
202.5,2.09,0.0010000000000000002,11745.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0056614987395358,ATM
205.0,4.03,0.0010000000000000002,4590.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0180770727980486,ATM
207.5,5.94,0.0010000000000000002,2732.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0304926468565614,ATM
210.0,8.85,0.0010000000000000002,986.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0429082209150742,ATM
212.5,11.25,0.0010000000000000002,341.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.055323794973587,OTM
215.0,13.9,0.0010000000000000002,33.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0677393690320998,OTM
217.5,15.57,0.0010000000000000002,225.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0801549430906126,OTM
220.0,17.5,0.0010000000000000002,5285.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.0925705171491253,OTM
222.5,19.9,0.0010000000000000002,7.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.1049860912076381,OTM
225.0,23.95,0.0010000000000000002,33.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.117401665266151,OTM
227.5,25.15,0.0010000000000000002,58.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.1298172393246637,OTM
230.0,27.97,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.1422328133831765,OTM
232.5,30.05,0.0010000000000000002,58.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.1546483874416893,OTM
235.0,26.6,0.0010000000000000002,40.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.167063961500202,OTM
240.0,37.6,0.0010000000000000002,58.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.1918951096172277,OTM
245.0,42.95,0.0010000000000000002,8.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.2167262577342532,OTM
250.0,49.9,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.2415574058512788,OTM
255.0,43.1,0.0010000000000000002,16.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.2663885539683044,OTM
260.0,47.2,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.29121970208533,OTM
265.0,59.25,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3160508502023556,OTM
270.0,59.28,0.0010000000000000002,1.0,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3408819983193812,OTM
275.0,64.27,0.0010000000000000002,,0,0.0,0.0,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.3657131464364067,OTM
295.0,116.7,553.0276524658202,,0,95.9,97.5,PUT,2025-05-23,201.36000061035156,-0.0027397260273972603,36.77754560385028,1.465037738904509,OTM
110.0,91.55,0.0010000000000000002,2.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.5462852585745627,ITM
120.0,78.74,0.0010000000000000002,4.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.5959475548086138,ITM
125.0,77.51,0.0010000000000000002,7.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6207787029256394,ITM
130.0,72.48,0.0010000000000000002,2.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.645609851042665,ITM
135.0,66.28,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6704409991596906,ITM
140.0,61.3,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6952721472767162,ITM
145.0,56.57,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7201032953937417,ITM
150.0,51.61,0.0010000000000000002,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7449344435107673,ITM
155.0,53.95,0.0010000000000000002,11.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7697655916277929,ITM
160.0,42.35,0.0010000000000000002,4.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7945967397448185,ITM
165.0,41.24,0.0010000000000000002,4.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.819427887861844,ITM
170.0,32.65,0.0010000000000000002,6.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8442590359788695,ITM
175.0,27.55,0.0010000000000000002,1003.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8690901840958951,ITM
177.5,27.45,0.0010000000000000002,3.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8815057581544079,ITM
180.0,22.45,0.0010000000000000002,464.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8939213322129207,ITM
182.5,19.07,0.0010000000000000002,14.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9063369062714335,ITM
185.0,17.83,0.0010000000000000002,14.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9187524803299463,ITM
187.5,14.3,0.0010000000000000002,389.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9311680543884591,ITM
190.0,12.03,0.0010000000000000002,196.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9435836284469719,ITM
192.5,10.2,0.0010000000000000002,53.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9559992025054846,ATM
195.0,7.74,0.0010000000000000002,392.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9684147765639974,ATM
197.5,6.15,0.0010000000000000002,1674.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.9808303506225102,ATM
200.0,4.3,0.0010000000000000002,5473.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.993245924681023,ATM
202.5,3.0,0.7822421875000001,9413.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0056614987395358,ATM
205.0,1.94,3.12596875,18695.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0180770727980486,ATM
207.5,1.22,6.250937500000001,6137.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0304926468565614,ATM
210.0,0.74,6.250937500000001,19915.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0429082209150742,ATM
212.5,0.44,6.250937500000001,3058.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.055323794973587,OTM
215.0,0.28,12.500875,6779.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0677393690320998,OTM
217.5,0.18,12.500875,4209.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0801549430906126,OTM
220.0,0.13,12.500875,10104.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.0925705171491253,OTM
222.5,0.08,12.500875,664.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.1049860912076381,OTM
225.0,0.07,12.500875,2163.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.117401665266151,OTM
227.5,0.05,12.500875,958.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.1298172393246637,OTM
230.0,0.03,25.00075,5474.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.1422328133831765,OTM
232.5,0.04,25.00075,15.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.1546483874416893,OTM
235.0,0.03,25.00075,259.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.167063961500202,OTM
240.0,0.02,25.00075,87.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.1918951096172277,OTM
245.0,0.01,25.00075,527.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.2167262577342532,OTM
250.0,0.01,25.00075,29.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.2415574058512788,OTM
255.0,0.01,25.00075,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.2663885539683044,OTM
260.0,0.01,25.00075,8.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.29121970208533,OTM
265.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.3160508502023556,OTM
270.0,0.01,50.0005,70.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.3408819983193812,OTM
275.0,0.02,50.0005,4.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.3657131464364067,OTM
280.0,0.01,50.0005,20.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.3905442945534323,OTM
285.0,0.01,50.0005,9.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.415375442670458,OTM
290.0,0.02,50.0005,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.4402065907874835,OTM
295.0,0.05,50.0005,2.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.465037738904509,OTM
300.0,0.01,50.0005,70.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.4898688870215346,OTM
305.0,0.01,50.0005,58.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.5147000351385602,OTM
310.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.5395311832555858,OTM
320.0,0.02,50.0005,,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.589193479489637,OTM
325.0,0.01,50.0005,1.0,0,0.0,0.0,CALL,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,1.6140246276066623,OTM
110.0,0.01,50.0005,22.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.5462852585745627,ITM
120.0,0.01,50.0005,4.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.5959475548086138,ITM
125.0,0.01,50.0005,2.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6207787029256394,ITM
130.0,0.01,50.0005,69.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.645609851042665,ITM
135.0,0.01,50.0005,31.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6704409991596906,ITM
140.0,0.01,50.0005,253.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.6952721472767162,ITM
145.0,0.01,50.0005,24.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7201032953937417,ITM
150.0,0.02,50.0005,181.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7449344435107673,ITM
155.0,0.01,50.0005,12.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7697655916277929,ITM
160.0,0.03,25.00075,17.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.7945967397448185,ITM
165.0,0.04,25.00075,134.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.819427887861844,ITM
170.0,0.06,25.00075,477.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8442590359788695,ITM
175.0,0.08,25.00075,546.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8690901840958951,ITM
177.5,0.11,25.00075,392.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8815057581544079,ITM
180.0,0.14,12.500875,2106.0,0,0.0,0.0,PUT,2025-05-30,201.36000061035156,0.01643835616438356,36.77754560385028,0.8939213322129207,ITM
